Subject Code,Course Number,Description
PSYC,310,"This course is designed for students considering advanced study and careers in mental health professions.  It provides an overview of the field of clinical psychology focusing on issues relevant to the practice of psychology professions.  In particular, we will use a variety of case studies involving a range of psychological diagnoses to examine common challenges that arise for the therapist in the clinical setting.  Examples of these challenges will relate to the increased use of technology, managed care and insurance, the place of medication as well as issues such as the reluctant patient, dealing with failures, treatment compliance, how patient's change therapists, and counter-transference material.   Prerequisites: PSYC 206 or PSYC 302 or permission of the instructor."
PSYC,315,"How does one develop their racial identity? What do different cultures think about attractiveness, gender, and love? How do different cultures interact in the workplace? What does religion have to do with multiculturalism?  These questions, and others like them, will be addressed in Multicultural Psychology.  Multicultural Psychology is the systematic study of how a group’s values, beliefs and practices relate to the way they think and feel. Readings, discussion, and films will be used to illuminate various topics in the field. Overall objectives of this course are for students to learn to appraise and criticize relevant theories while also developing the ability to discover multicultural psychology daily life. The prerequisite for PYSC 215 is Psych 100, and for PSYC 315 is one intermediate (200-level) psychology class."
PSYC,317,"Political psychology is the application of psychological theories and research to people's political behavior and their responses to political events, broadly defined; it is the field of inquiry at the intersection of politics and psychology. The goal of this course is to introduce students to the key questions, topics, issues and perspectives, as well as the main traditions or ""eras"" within the field. Topics will include: public opinion; the Authoritarian Personality; models of ""Presidential Character""; political polls and voting behavior; social influence in the political realm (especially from the media); the nature and impact of prejudice in the political realm; and the politics of group processes (e.g., the politics of threat).  Of course, an addition goal of this course is that students examine if and how these theories, research findings, and ideas apply to their own political experiences as well as current political events. Prerequisites are PSYC 100 and one or more Politics course or permission of the instructor."
PSYC,318,"Are women's ways of viewing themselves, others and the world around them, as well as their ways of interacting with others, different from men's? This course aims to explore this question by introducing students to the major theorists in the area of women's psychology. Additional readings will also encourage students to examine the implications of these theories for understanding women's experiences in a variety of contexts, including: across the stages of development (childhood, adolescence and adulthood); in education (e.g., differential classroom experiences); as applied to views on mental health and mental illness (e.g., ""hysteria"" and depression); women as subjects of and participants in scientific research (e.g., is there a ""feminist"" methodology?), and in interaction with race, ethnicity and culture. Prerequisites for the 200-level are: PSYC 100; additional prerequisites for 300-level are completion of at least one 200-level psychology course."
PSYC,321,"Is stereotyping inevitable? Does prejudice always lead to discrimination? What is dehumanization? This course will highlight the distinct differences yet interrelationship among stereotyping, prejudice, and discrimination. Topics to be addressed include the functions/goals served by stereotypes and prejudice (i.e., to make yourself feel better). Also discussed will be stigma, the various types of --isms (i.e., modern racism), and individual differences (i.e., personality influences).  Cross-cultural perspectives will be explored.  Popular culture, current events, and scholarly articles will be used to highlight the numerous concepts we will cover.  Prerequisite: PSYC100 and at least one 200-level course in psychology."
PSYC,322,"What is happiness? Can I buy it? Where can I get more? What do gratitude and compassion have to do with it?  Positive psychology is a movement away from pathology (a conventional approach in psychology) and towards a strengths-based approach to well-being.  This class will examine the nature of psychological well-being as we consider life satisfaction, pleasure, health, love, self-actualization and resilience. This course explores these concepts (and more), the research behind the concepts, techniques, resiliency factors and exercises to enhance optimism, decrease stressors, and significantly increase well-being. Consideration will be given to conflicting viewpoints and their respective empirical support, including the benefits of balancing positive with negative emotions, and the measurement and development of happiness and the implications of deliberately attempting to increase it. Throughout the course we will also engage in experiential learning and practical exercises designed to increase well-being, which will inform our theoretical and empirical understanding of important questions in positive psychology.

"
PSYC,323,"Family therapy emphasizes a systemic viewpoint of human functioning via the interlocking paths of individuals and families. This course provides an introduction to general systems theory of family development and interactions. Students will be introduced to a variety of family systems theories and study developmental family cycles, the history of family therapy, as well as the evidence-based interventions and multicultural and ethical considerations of therapeutic work and interventions with families. Case examples will be used to highlight core concepts and provide additional insights into how family system theories explains the functioning of family units. Prerequisites: PSYC 100 or permission of instructor."
PSYC,325,"This advanced seminar examines the connections and disconnections between psychoanalysis and cognitive neuroscience. Topics will include the neurological bases of psychoanalysis, different meanings of the unconscious, interpretations of perception and sensation, and the various models of the mind. Drawing on foundational theories and research—including Freud’s understanding of the unconscious and neuropsychological research on consciousness—students will examine the work of contemporary scholars and researchers, such as Mark Solms (on the neurological basis of dreaming) and Catherine Malabou (philosophy of neuroplasticity). Prerequisites: Both PSYC 229 (Cognitive Neuropsychology) and at least one course in personality/clinical and/or self/identity psychology (e.g., PSYC 206, 218, 223, 302, 307, or 310)."
PSYC,326,"This course explores the dynamics of interpersonal and community or societal-level trauma – including domestic violence, sexual assault, childhood abuse, war and natural disasters. The emphasis will be looking at how trauma impacts individuals on all levels, reshaping the body and brain, social relationships, and relations to self, others, and one’s communities. We will also explore various treatments from the traditional to the innovative that are being used to address the consequences of interpersonal trauma. Prerequisites: students must have completed one of two specific 200-level classes and one of two 300-level classes: Theories of Personality OR Family Systems  AND Clinical Psychology OR Abnormal Psychology. Concurrent enrollment in these courses will not meet the requirement."
PSYC,327,"This course introduces students to the major periods, movements, and scholars in the history of the field of psychology. The approach is to explore both a ""conceptual history"" of the study of the mind and the speculations of nineteenth century philosophy and science that have influenced psychology. The plan for the semester is to begin with a study of the forerunners to modern and even very current discipline, and over the course of the semester introduce students to the times and ideas of individuals who have made significant contributions to the field; this while also studying the analyses of historians of the discipline. Prerequisite: PSYC100 or permission of the instructor."
PSYC,348,"It has now been more than fifty years since the original work of Stanley Milgram demonstrated the remarkable and widely unpredicted finding that large numbers of individuals in multiple samples of American men and women studied were willing to ""punish"" another person when ordered to do so by an experimenter; this in the context of a psychology experiment on learning and memory.  The prominence of the initial work and the continued salience of such a study and associated findings in the domain of social psychology cannot be over-stated.   In a review Thomas Blass (1991) listed as many as 200 references.  It could well be that dozens more have appeared since then.  It is even the case that as recently as three years ago a replication of the original study with only slight modifications was published (J. Burger, January 2009).  In addition, a diligent search of current psychology and cross disciplinary archives can uncover still further studies and demonstrations that provide evidence that ""obedience"" is prevalent in our society and in many others as well.  The domain of Milgram studies is especially worthy of continuing interest.  This not only because of the vastness of both criticism and praise to which the original work was subjected but also because of events in our current time which suggest that the continuing study of obedience phenomena is necessary even in a democratic society and that social scientists should find a way to safely and ethically investigate the conditions that promote destructive obedience and thereby learn the rudiments of how it can be minimized. Prerequisites:  Junior or senior status and completion of at least one Intermediate (200-level) psychology course or permission of instructor.  Students with advanced coursework and interest in the social sciences are encouraged to contact the instructor. (levine@bard.edu)"
PSYC,224M,"This introductory course will explore the connection between expressive arts and psychology. Students will be exposed to: an introductory understanding of how expressive arts are utilized in therapeutic settings, a working familiarity with a variety of expressive arts modalities; an understanding of the relationship between creativity, transformation and their own unique viewpoint; and increased self-acceptance about their capacity for creative experiences and expression. The class will be a mixture of lecture, case studies, discussion, and experiential exercises in multimodal art disciplines such as visual arts, journaling, poetry, music and drama. Prerequisite: Intro to Psych (PSYC 100). An ARTS course is recommended, but not required."
PSYC,229M,"The purpose of this course is to introduce students to the basic structure and function of the human brain, particularly as it relates to cognition, learning, consciousness, and emotion. Students will study the basic functioning of neurons as well as the organization of the brain, with a focus on the areas in the brain involved in all aspects of cognition, including: language, memory, social behavior, affect, spatial behavior, and attention. In the latter part of the course, students will be introduced to the neurological bases of psychological disorders (especially those of thought and emotion) as well as our understanding of the brain’s plasticity and its ability to be repaired and repair itself.  Prerequisites:  PSYC 100 or BIO 100."
PSYC,332M,"This advanced seminar draws on students’ background in neuroscience and/or neurocognition to examine the role of electromagnetism in neural activity.  The course will begin with a review of electromagnetism, move on to a detailed introduction to pyramidal neurons and the electrical activity within axons and apical dendrites, and conclude with readings and discussion on the implications of these ideas for the neurological bases of consciousness. The course will also explore the nature of systems of neurons, behaving as information-carrying circuits, as well as the physical attributes of consciousness as characterized by both ionic energy propagation and extended electric fields and currents into the both the intracellular and extracellular spaces of the cerebral cortex neuronal circuitry. Prerequisites:  BIO 331, PHYS 101, or BIO/PSYC 233, or permission of instructor."
PSYC,346-B,"BARD COURSE: It has now been more than fifty years since the original work of Stanley Milgram demonstrated the remarkable and widely unpredicted findings that large numbers of individuals in multiple samples of American men and women studied were willing to ""punish"" another person when ordered to do so by an experimenter; this in the stated but false context of a psychology experiment on learning and memory.  The prominence of the initial work and the continued salience of such study and accumulated findings in the domain of social psychology cannot be over-stated.  And it very much has not reached the stage of dormancy as the publication of studies, reviews and conferences on the topic of obedience to authority continue to appear in unabated fashion. In addition, a search of current psychology or cross disciplinary archives can uncover still further studies and demonstrations that provide evidence that obedience, and indeed destructive obedience, is very much prevalent in our society and in many others as well. Further revealing of prominence is the fact that a new full-length movie version of the original study has recently been released and has received remarkable attention and  review. Over the course of the semester a sizable portion of the work contained in the body of obedience literature is reviewed from the perspective of trying to assess the continuing status of the phenomenon and to understand the explanations that have been brought to light. There will also be 6-7 Sunday evening sessions with guest speakers. Admission to the course is by permission of the instructor - maximum class size 12 (with 4 seats reserved for interested Simon’s Rock students)."
SART,102,"This course introduces students to black and white, 35mm film-based photography, the process of working in a darkroom techniques, and the first century of the history of photography.  Independent work in the darkroom is expected and work is evaluated through group critiques. Broad assignments correlate with class readings and responses. At the end of the semester, each student presents a portfolio of selected prints. Students should supply their, film, printing paper, and related supplies.  Some photographic equipment is available for checkout, but supplies are limited so your own 35mm, manual camera is suggested.  A weekly three-hour lab is required for students to work under the supervision of lab monitors.  Studio fee. No prerequisites."
SART,103,"This class is founded on the idea that drawing is a ""global"" skill not unlike driving or reading that can be learned by accessing the hemisphere of your brain where our non-verbal and intuitive skills are developed. This idea is based on two organizing principles and major aims: to teach the student five basic component skills of drawing and to provide the student with conditions that facilitate making cognitive shifts to the thinking/seeing mode of your brain for drawing. We will learn to perceive edges, spaces, relationships, lights and shadows and the gestalt or whole. This is an essential course for anyone wishing to learn how to draw, paint and perceive color more accurately. It is also a prerequisite for Drawing Studio."
SART,106,"Students in this course will learn the fundamentals of clay forming techniques as they produce bowls, mugs, vases, and lidded jars among other forms. The class will learn both hand building and wheel throwing skills. A variety of glazing methods will be introduced. Structural integrity, function, and aesthetic issues will be considered equally. The class will be introduced to historical and contemporary trends and innovations in ceramics. Students will keep a sketchbook and participate in a field trip. No prerequisites."
SART,108,This module surveys 20th-century assemblage art and includes a series of studio sessions designed to extend this history and provide a range of firsthand creative experiences. Each student writes a research paper on an assemblage artist and presents at least one research report on a specific approach or technique. A series of 2-D and 3-D studio exercises prepares students to complete three projects. Prerequisites: Permission of the instructor.
SART,113,"This class focuses on the idea that color only exists when it is observed making us as viewers essential to its existence. In this class we will begin to unravel the deep complexity of color to provide ourselves with a strong basic understanding of its qualities. We do this by learning how to see it, how to use it, and how to mix and combine hues to achieve harmony in color. We will also gain an understanding of the meaning, theories, and language of color while completing hands-on exercises to help clarify the language and theory. Ultimately, we will explore harmonious color combinations, the meaning and symbolism of colors and then explore ways that we can use this knowledge to incorporate the joy of color into our daily life. This course is essential for any student wishing to enroll in Painting Studio."
SART,114,"This course is designed for any student who wishes to advance more quickly into upper level two-dimensional studio classes or those who simply want to immerse themselves in the fundamentals of two-dimensional art. We will start out the semester by learning basic methods for drawing from observation and then move into color theory as it relates to painting with pigments. The object of this course is to provide you with the tools that will release you from stereotypic expression.
"
SART,123,"This course is designed to introduce students to aspects of form and style that contribute to, or even determine, content and meaning in uniquely cinematic ways. Students receive instruction in the use of cameras, sound, lighting, and digital video editing. A sequence of short digital exercises gives students working knowledge of specific elements of film/video structure.  A longer final project, of 5 or more minutes, also done in digital video, is required by semester’s end, and may be done either individually or in small groups. No prior video experience is required for entry-level students. Students with prior filmmaking experience may also enroll in this course."
SART,124,"This course will provide students with a working knowledge of the fundamental principles, theory, and concepts of two-dimensional image making, and an opportunity to develop critical abilities and artistic awareness. Students also gain hands on experience in developing the necessary basic skills and techniques for using traditional design tools. Students will be introduced to the fundamental visual design concepts of form, line, shape, value, texture, color, space, and composition as they apply to two-dimensional image making and color theory while developing technical and observation skills through a series of related assignments.  This course fulfills the AA arts requirement and is a prerequisite for all painting studio courses."
SART,127,"This course takes an interdisciplinary approach to the study and practice of sculpture and the design of furniture and lighting. This will be accomplished through the use of traditional craft materials and techniques, and through the study of artists, architects, and designers who work within multiple disciplines, e.g., Eileen Grey, Isamu Noguchi, Mark Dion and William Morris. Students will design and make a series of object-based projects to solidify their understanding of the basic workings of wood and metal tools and machinery, and will have the opportunity to experiment with other materials like cement, ice, fabric, and found objects. Throughout these projects, students will discuss the connections between art and design, the need (or not) to retain function within an art object, and the relationship between beauty and function. Students will work towards a collaborative project to be shared at the end of the course.  No prerequisites. There is a course fee."
SART,130,"The term “collage” was first used by Georges Braque and Pablo Picasso in the early part of the 20th century as modern artists experimented with this new technique. The name comes from the French word “coller” meaning “to glue” and describes an art form that assembles various materials such as magazine and newspaper clippings, parts of photographs, colored paper, bits of text and other items and glues them to a canvas, paper or other surface. This course offers both a survey of 20th century collage art, as well as studio work designed to provide a range of first-hand creative experiences. Each student will write a short paper on a collage artist, addressing his/her specific approach/technique. A series of 2-D studio exercises will prepare students for the development and completion of a final larger project. Students will be working both with image and with text.  Text used can be either original writing or found text. 
No prerequisite."
SART,136,"This course offers both a survey of traditional and contemporary sculpture concepts and techniques, as well as hands-on studio experience. Each student will write three short research papers (3-4 pages) on the work of one 3-D artist and/or on the evolution of a sculpture/3-D technique or process. This course will stress safe practices in the use tools and equipment, prior to the development and completion of three small projects exploring primary materials (clay/plaster, wood, and metal). No prerequisites."
SART,137,"This course provides an introductory survey of pre-historical to contemporary objects and related sculpture-making technologies. Because materials and techniques typical of the 3-D disciplines have a strong relationship to aesthetic realities - this overview provides a perspective for understanding the roots of known methods and for the creation of new work in many disciplines where two dimensions are not sufficient. Objects, images, and techniques considered will be selected from available database archives, as well as various physical collections, studio demonstrations, and field trips. Prerequisites: Any prior experience with 3-D methods will be welcome, but not required."
SART,137,"This course provides an introductory survey of pre-historical to contemporary objects and related sculpture-making technologies. Because materials and techniques typical of the 3-D disciplines have a strong relationship to aesthetic realities - this overview provides a perspective for understanding the roots of known methods and for the creation of new work in many disciplines where two dimensions are not sufficient. Objects, images, and techniques considered will be selected from available database archives, as well as various physical collections, studio demonstrations, and field trips. Prerequisites: Any prior experience with 3-D methods will be welcome, but not required."
SART,152,"Fiber Arts explores fibers as an expressive art medium. We take a multifaceted approach to learning about and working with fibers. Students learn the basic elements of the structure of fibers and numerous techniques of art making and design to more complex constructions using a variety of techniques. The course includes looking at textiles from a historical and cultural perspective. Focus is on studio time and exploring hands on ""making"" with fibers to create original and current culture. There are weekly assignments, culminating with a final project where students work in the material of their choice or a combination of materials from the previous class projects. Each class time includes looking at exemplars and some historical background, as well as investigating contemporary artists. We have weekly demonstrations and studio time as well as group discussions/critiques."
SART,166,"This course will explore three-dimensional design theory through a series
of assignments that encourage the student to focus on the conscious
organization of visual space.   We'll approach design from both a
conceptual and formal starting point, while expanding our knowledge of the
elements, principles, and dimensions of design.  Studio work will involve
individual projects that explore architecture, lighting, casting,
paper-manipulation, collaborative outdoor site-specific installations
(earthworks) and engineering.  Students will engage in class critiques and
learn to present their work while communicating about concept, content and
subject matter. There will be a field trip to a contemporary art museum. 
Students will build a portfolio presenting the artwork and writing
produced in the class. Ne prerequisites.
"
SART,202,"This course provides a broad spectrum of drawing experiences, all of which require direct observation and recording using dry and/or wet media. The core elements of graphic documentation and expression are stressed. These include accurate rendering of proportion, scale, light and shade, texture, luster/lumen, and color. For each project, class members will produce a series of studies and a finished image meeting the criteria for the assignment. Prerequisites: A drawing course or permission of the instructor."
SART,203,"This course is designed to introduce beginning students to the fundamentals of drawing techniques and styles. Subjects will be derived primarily from imaginary forms, textures, structures, and patterns; techniques will be developed through studio exercises, the study of historical precedent, and experimentation. No prerequisites."
SART,204,"This course explores the abstract concept of the photographic portrait, from the traditional head and shoulders pose seen in other visual art forms, through the modern self-portrait. We will also explore the non-traditional photographic portrait of objects, nature, and concepts. Students will create a comprehensive portfolio of studio images based on a subject of their choosing. Portfolios will showcase four major aspects of studio photography: spot lighting of single subject; multiple lighting of single or multiple subject(s); light modifiers; and setting (effectively lighting subject and background in a single frame).   Studio fee. Prerequisite: Studio Art 102 (Photo I) or Studio Art 273 (Photo II)."
SART,205,"By applying the theories of the Bauhaus traditions to contemporary design problems, this course is intended to introduce students to the theories, techniques, and styles initiated and developed by Bauhaus artists and their students. Slide lectures and films will help trace and extend the evolution and influence of Bauhaus teaching methods, design theory, goals, and influences. Emphasis will be on studio work and the introduction to requisite skills required to realize both 2- and 3-dimensional solutions to a variety of elective projects explored in the traditional Bauhaus curricula. Course fee."
SART,207,"This course will focus on advanced wheel throwing techniques and build upon the skills learned in Introduction to Ceramics. Emphasis will be on utility and aesthetics, while working in a series that encourages intense investigation into what makes for a visually interesting and well crafted functional pot. Students will learn to make their own clays and glazes, as well as learn to fire their own work in
electric, gas, wood kilns. Drinking vessels, bowls, plates, vases, pitchers, jars, teapots, and serving pieces will be explored. Through slides, lectures and films, students will be exposed to a broader range of contemporary and historical ceramic art. The class will maintain a blog and students will learn to photograph their work, write about it, and post blog entries. Prerequisite: Studio Art 106."
SART,208,"This course will focus on advanced hand-building techniques and build upon the skills learned in Introduction to Ceramics. A series of assignments will be given that present design challenges encouraging a conceptual approach to learning new techniques. Large scale hand-built sculpture, mold making, slip casting, clay and glaze mixing, and kiln firing techniques (electric, gas, wood) will all be introduced in this course. An essential part of the course consists of questioning every aspect of the object and one's relationship to it and to oneself. Through slides, lectures, and films, students will exposed to a broader range of contemporary and historical ceramic art. The class will maintain a blog, and students will learn to photograph their work, write about it, and post blog entries."
SART,208,"This course will focus on advanced hand-building techniques and build upon the skills learned in Introduction to Ceramics. A series of assignments will be given that present design challenges encouraging a conceptual approach to learning new techniques. Large scale hand-built sculpture, mold making, slip casting, clay and glaze mixing, and kiln firing techniques (electric, gas, wood) will all be introduced in this course. An essential part of the course consists of questioning every aspect of the object and one's relationship to it and to oneself. Through slides, lectures, and films, students will exposed to a broader range of contemporary and historical ceramic art. The class will maintain a blog, and students will learn to photograph their work, write about it, and post blog entries. Prerequisite: Studio Art 106."
SART,210,"A studio course in intaglio printmaking with emphasis on traditional methods of etching, aquatint and drypoint but also incorporating the innovative technique of solarplate. Students are exposed to a range of techniques and concepts and are encouraged to investigate personal motivations while making several small editions of their prints."
SART,211,"The silk screen printing process is explored through the use of a variety of hand-drawing and photographic techniques and approaches. Demonstrations, media presentations, critiques, and discussions supplement studio work. The unique character of the printed image is studied from historical and visual viewpoints. Studio fee. Prerequisite: A 100-level twodimensional Studio course."
SART,215,"The skills addressed in this course are fundamental to work in many 3-D disciplines including sculpture and ceramics. Studio skills will emphasize the recreation of observed form(s), using oil-based / non-hardening clay. In addition to creating basic tools from scratch and making piece molds, bas-relief and 3-D clay modeling will be addressed using both additive and subtractive techniques. Prerequisite: SART 136 Introduction to Sculpture or permission of the instructor."
SART,216,"This course emphasizes metal fabrication and safe workshop practices.  Exercises and hands-on work address planning, layout, and fabrication of individual or group projects. Techniques covered will include cutting and joining various metals,  as well as many related operations and fabrication techniques/methods. Prerequisite: completion of at least one studio arts course such as SART 136, SART  166, SART 108, SART 205, SART 219, SART 263/463, or permission of the instructor."
SART,218,"This course is an introduction to the underlying principles of graphic design and the digital tools available to translate an artist's vision into a physical or digital product. Students will use the Adobe Creative Suite, as well as shareware software to create posters, logos and letterhead, and eventually a comprehensive website that will showcase projects from the semester, such as the college's Glacial Erratic publication. The purpose of this class is to achieve a proficiency in a set of imaging tools and to understand computer-aided graphic imaging. At the same time, students will engage in a discussion about design and how it relates to psychology and perception. Students will practice arranging text and images on a page in a clear and effective manner. Each student will create an 'identity' or a fictional endeavor that will frame your work throughout the semester. No prerequisites."
SART,219,"This course offers both a survey of 20th-century jewelry design, and a series of studio exercises which is designed to extend this history and to provide a range of first-hand creative experiences. Each student will write a research paper (12-15 pages) on the work of one designer or the evolution of a fabrication technique and present at least one research report (oral or written) on a specific approach/technique. A series of exercises and demonstrations will prepare students for the development and completion of three small projects or one major project."
SART,221,"This project-based course will focus on intermediate to advanced level topics in field and studio production. We will focus on conceptualization and structure the short form fiction, conceptual or experimental film. Students will learn to use cinematic tools expressively as they develop technical skills in digital video camera work, lighting, sound recording, and digital editing. Students will produce at least one short film of their own and participate fully in the creation of a group project overseen by the instructor. Prerequisite: Studio Art 123 or permission of the instructor.
"
SART,222,"This introductory studio course explores the relationship of words and images as the foundation of applied visual communication and design. Students may work with traditional two-dimensional studio media, but many of the assignments will also involve the use of the computer to produce visual statements. Digital programs, such as Adobe Photoshop, will be introduced as studio tools. Projects may include the design of letterform compositions, text pages, logos, broadsides, posters and small books. The history of graphic design will be studied through a series of visual presentations. Studio fee. No prerequisites."
SART,223,"This course offers students the opportunity to explore various relationships between photography and the written word. Over the course of the semester students construct a number of creative projects in which they bring words and
photographic images into play with one another. These include pairing one's own images and words (e.g., poetic, fictional, autobiographical, journalistic), juxtaposing original images with someone else's writing, and integrating words and images as part of a coherent creative statement. We will also devote some time to studying, discussing, and writing about the work of professional photographers and writers who have experimented with different approaches to using words and images. Various in-class writing activities along with photo studio work will help students prepare for the main projects. A midterm and final portfolio of writings and photographs will be required. Prerequisite: Literature 150 and Studio Art 102, or samples of both writing and photographs."
SART,224,"Through technical and historical presentations, experimental ideas and processes are introduced and explored. Projects are designed to expand conceptions of the possibilities of the photographic medium by investigating alternative and experimental processes and image making. We will work with a range of non-silver techniques, including cyanotypes, palladium, platinum printing, darkroom techniques, including photograms and layered negatives. The course also introduces the techniques and possibilities through hybrid digital and analog techniques. Each student will present a portfolio of selected prints at the conclusion of the course. Most of the alternative printing materials will be covered by our course fee, but having your own camera is recommended. Film and color development costs may be incurred. A weekly three-hour lab is required for students to work under the supervision of lab monitors.  Studio fee. Prerequisite: Studio Art 102."
SART,225,"This course will chart the development of the documentary film genre, from the late 19th Century explorations of the Lumiere Brothers on up through the resurgence of the form in the early years of the 21st Century, with such films as The Fog of War, My Architect, and Capturing the Friedmans. Some of the filmmakers whose work will be examined include Robert Flaherty, Dziga Vertov, Leni Riefenstahl, John Ford, the Maysles Brothers, Frederick Wiseman, Alain Resnais, Marcel Ophuls, Michael Moore, Errol Morris, and Barbara Kopple.  Class time will be devoted to viewing films, discussion/analysis of the film ""texts,"" and lectures on historical and technological aspects of documentary film. Homework will include readings of the textbook and assigned readings, weekly written responses, and two or three essays."
SART,226,"This course is designed for students interested in digital video production. The strong emphasis of the course is on studio production, utilizing the camera, sound, and lighting resources of the Electronic Arts Studio (EAS) in the Daniel Art Center. Students will be trained in the use of the advanced technology that this space contains, as well as in the theory and methodology of television production within a studio environment. Along with receiving solid grounding in uses of the studio and control room, the students will analyze and discuss various examples of studio production, ranging from types of broadcast journalism through purely fictional applications. Students will participate in projects that deal with intricate lighting, 3-camera design, chroma-key effects, and live-to-tape production. The assignments given in this course are designed to expose the students to the range of possibilities of the Electronic Arts Studio at Simon's Rock, and of television studios and sound stages in general. No prerequisites."
SART,230,This course provides students with the opportunity to observe and realize the relationship between the creation of 2-dimensional and 3-dimensional art through drawing and sculpting the figure. Through the use of some of the oldest mediums in art-making (charcoal and clay) we will explore what it is about these mediums that prompted our ancient ancestors to express themselves symbolically. Our subject of observation for this class will be the nude human form and students are challenged to create anatomical studies of the human body in their sketchbook and with clay.  Prerequisites: SART 103 or SART 106.
SART,231,"This course is designed for any student who has taken either SART 103 or SART 113 and who have a desire to further their studio practice within a community of their peers. The course focuses on establishing a personal studio practice through the communal exploration of the anatomy of the human figure and contemporary themes as it relates to the inception and creation of two-dimensional figurative art. Students will make anatomical studies of the human figure in their sketchbooks through drawing and participate in group critiques at the completion of each project. There will be one required field trip to NYC to visit artist’s studios.

"
SART,233,"This class is dedicated to an intense dynamic approach to the art of observation through the drawing of the nude figure.  We will work primarily in life-size with charcoal on brown paper and dedicate our observation to the study of one model.  Anatomical study (both skeletal and muscular) is an important component to this course and will be explored mainly through homework. In-class studio time will be dedicated to drawing from a live model. This class provides students with a dynamic opportunity to explore the quality of line, value, and the role of the construction-destruction cycle in the drawing of the human figure. Prerequisites include SART 202 or 372, or permission of instructor (for which portfolio review is required)."
SART,234,"This course is designed for any student who has taken either SART 103 or SART 113 and who have a desire to further their studio practice within a community of their peers. The course will focus on establishing a personal studio practice through the communal exploration of contemporary themes as it relates to the inception and creation of two-dimensional art. Students will also be expected to practice process journaling within their sketchbooks through drawing and writing and to participate in group critiques at the completion of each project. There will be one required field trip to NYC to visit artist's studios. Prerequisites: SART 103, SART 113, or permission of the instructor.


"
SART,235,"In this class we will approach the construction of an oil painting through the Old Master school of thought where the student first learns about Value and Composition, as well as the basic materials used through the study of still life paintings.  The second half of the semester is dedicated to learning about color mixing and the application thereof through direct application and glazing; now, the students' own ideas on subject matter are taken into consideration as the teacher's role begins to shift more into conceptual evaluation.  This course fulfills the arts requirement. There are no prerequisites."
SART,236,"This course offers both a survey of traditional and contemporary sculpture concepts and techniques, as well as hands-on studio experience. Each student will write three short research papers (3-4 pages) on the work of one 3-D artist and/or on the evolution of a sculpture/3-D technique or process. This course will stress safe practices in the use tools and equipment, prior to the development and completion of three small projects exploring primary materials (clay/plaster, wood, and metal). No prerequisites."
SART,237,"At the 200-level, this course introduces a variety of illustration techniques and styles, determined by each student, who carries out two or three major projects. Upper-level students develop more advanced projects. The course stresses various approaches to selected problems. Students are encouraged to carry out at least one project in a unified style. This might be the illustration of a short novel, a series of short stories, a book of poems, a children's book, a scientific manual, or a work of ""how to"" literature. Whatever the content, the task is to produce a series of images suitable for publication. Studio fee. Prerequisite: Permission of the instructor."
SART,238,"Students draw from the human figure using a variety of media, using appropriate materials and techniques introduced in 100 and 200 level drawing courses. Work with proportion, likeness, and varied light/shade situations provide a core set of rendering problems. Peer and instructor critiques help provide feedback. Students work from a live model and supply their own materials. Prerequisite: Completion of any introductory drawing course or permission of the instructor.  Studio fee $30."
SART,239,"This Figure Painting class is open to any student wishing to explore both old master western oil figure painting techniques and contemporary global figure painting techniques with a live nude model as our subject of study. The first half of the semester will be dedicated to learning how to construct a canvas on which we will then explore the combined painting technique of Rembrandt van Rijn and Johannes Vermeer. The foundation of these techniques are some of the most comprehensible approaches to oil painting and are ideal for learning how to see form.

The second half of the semester will be dedicated to exploring how contemporary artists from around the world have used and reinterpreted the old master techniques we explored in the first half of the semester. Much of these techniques involve more direct application painting techniques where we work to see color as qualifier for form. A few of the artist we will take inspiration from in this half will be Alice Neel, Lucien Freud, Robin F. Williams, Jenny Morgan, Kerry James Marshall, Njideka Akunyili Crosby, Paula Rego, Todd Bienvenu and Zhang Xiaogang."
SART,245,"This course is designed for students interested in film and video production, and documentary filmmaking in particular. The students will be trained in the use of camera, sound, lighting, and editing equipment, and will be assigned to work in small groups on the production of documentary films. On a more intellectual and academic plane, the students will be expected to study and critique various styles of documentary film production, and to adopt a specific approach that best suits the portrayal of the subject matter. On a humanistic level, the students will be asked to consider their moral obligations to the subject and to form an ""ethical contract"" with the persons or organizations about whom they wish to make their films. They will also receive instruction in the legal niceties of documentary filmmaking. Class work will be devoted to instruction in equipment and shooting techniques, and viewing and discussion of existing documentaries, as well as of new student works as they develop. Class discussion will always be grounded in the responsibility that the filmmaker bears to his or her subject. Prerequisite: Studio Art 225 Survey of Documentary Film or permission of the instructor."
